TITLE,ALT_WORDS,DESC_ID,DESCRIPTION
Plastic beverage container,"cans, beverages, water bottle, pop bottle",291,"Please place empty containers in your Blue Bin, leave lids and sprayers on. All recycling should fit in your Blue Bin with the lid closed. If you have extra recycling, please keep materials until your next Blue Bin collection. Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
Plastic soap bottle,"plastic bottles, shampoo bottle, HDPE, PET",291,"Please place empty containers in your Blue Bin, leave lids and sprayers on. All recycling should fit in your Blue Bin with the lid closed. If you have extra recycling, please keep materials until your next Blue Bin collection. Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
Plastic water bottle,"bottles, containers, PET, beverages",291,"Please place empty containers in your Blue Bin, leave lids and sprayers on. All recycling should fit in your Blue Bin with the lid closed. If you have extra recycling, please keep materials until your next Blue Bin collection. Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
spray bottle,cleaning spray bottle,291,"Please place empty containers in your Blue Bin, leave lids and sprayers on. All recycling should fit in your Blue Bin with the lid closed. If you have extra recycling, please keep materials until your next Blue Bin collection. Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
Plastic jug,"jugs, containers, HDPE",291,"Please place empty containers in your Blue Bin, leave lids and sprayers on. All recycling should fit in your Blue Bin with the lid closed. If you have extra recycling, please keep materials until your next Blue Bin collection. Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
Toilet,"toilet bowl, toilet tank, toilet set, toilets, one piece toilets, bidet, porcelain sink, ceramic sink",292,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside. Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Bag tags are not required.  Note toilet tanks must be removed from bowl except for one piece toilets."
Cardboard carton ,"container, coated paper, cereal box, shoe box, soda cracker box, boxboard",293,"Cardboard should be flattened/broken down and placed in your Blue Bin with the lid closed.  For excess amounts please cut/breakdown the cardboard to fit in your blue bin so that the collector can reload the bin and dump the excess carboard.  Cardboard is also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
Cardboard-large quantiy,appliance boxes,293,"Cardboard should be flattened/broken down and placed in your Blue Bin with the lid closed.  For excess amounts please cut/breakdown the cardboard to fit in your blue bin so that the collector can reload the bin and dump the excess carboard.  Cardboard is also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
Futon,,294,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside. Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Please roll and tie the futon. Bag tags are not required. For proper set out procedures for items containing  bed bugs, refer to the following link <a href=""http://www.toronto.ca/311/knowledgebase/76/101000697476.html"" target=""_blank"">Bed Bug Guidelines</a>."
foam mattress topper,,294,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside. Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Please roll and tie the futon. Bag tags are not required. For proper set out procedures for items containing  bed bugs, refer to the following link <a href=""http://www.toronto.ca/311/knowledgebase/76/101000697476.html"" target=""_blank"">Bed Bug Guidelines</a>."
Crib,"stroller, baby stroller, baby carriage",295,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside. Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Bag tags are not required.   For proper set out procedures for items containing  bed bugs, refer to the following link <a href=""http://www.toronto.ca/311/knowledgebase/76/101000697476.html"" target=""_blank"">Bed Bug Guidelines</a>."
Vacuum cleaner/carpet steamer,vacuum,295,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside. Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Bag tags are not required.   For proper set out procedures for items containing  bed bugs, refer to the following link <a href=""http://www.toronto.ca/311/knowledgebase/76/101000697476.html"" target=""_blank"">Bed Bug Guidelines</a>."
Luggage,"suitcase, suit-case, case, baggage",295,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside. Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Bag tags are not required.   For proper set out procedures for items containing  bed bugs, refer to the following link <a href=""http://www.toronto.ca/311/knowledgebase/76/101000697476.html"" target=""_blank"">Bed Bug Guidelines</a>."
Trunk or chest,,295,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside. Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Bag tags are not required.   For proper set out procedures for items containing  bed bugs, refer to the following link <a href=""http://www.toronto.ca/311/knowledgebase/76/101000697476.html"" target=""_blank"">Bed Bug Guidelines</a>."
Recliner,"chair, armchair, furniture, lazy boy, lazy-boy, lazy boy recliner, bean bag chair, beanbag chair",295,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside. Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Bag tags are not required.   For proper set out procedures for items containing  bed bugs, refer to the following link <a href=""http://www.toronto.ca/311/knowledgebase/76/101000697476.html"" target=""_blank"">Bed Bug Guidelines</a>."
Dresser,"bureau, bureaux, furniture",295,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside. Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Bag tags are not required.   For proper set out procedures for items containing  bed bugs, refer to the following link <a href=""http://www.toronto.ca/311/knowledgebase/76/101000697476.html"" target=""_blank"">Bed Bug Guidelines</a>."
Desk,"table, furniture, glass table",295,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside. Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Bag tags are not required.   For proper set out procedures for items containing  bed bugs, refer to the following link <a href=""http://www.toronto.ca/311/knowledgebase/76/101000697476.html"" target=""_blank"">Bed Bug Guidelines</a>."
